Letra Certa, Letra Predita, Saida da Rede
A, A, [0.9890278415890322, -0.9996078823087986, -0.9984039428460092, -0.9741839410742258, -0.9796478278793791, -0.995286923926443, -0.5197847419404209]
A, A, [0.9803540711189975, -0.9995251768745159, -0.9984492839059614, -0.9801873541144104, -0.9799909752271831, -0.9834591845085358, -0.5731503748512649]
A, A, [-0.3547429357212787, -0.9989783903628647, -0.9964308303641543, -0.9993405157036019, -0.9990046869599364, -0.9470560279252259, -0.8837141854233485]
B, B, [-0.8841664431702121, 0.010432627810534428, -0.9764362675533854, -0.998853926452505, -0.9873178705614228, -0.953347098149801, -0.9999697106775303]
B, B, [-0.99511145351566, 0.9163264177025159, -0.9976209265422014, -0.9700255623834041, -0.9930543338056709, -0.989304164723026, -0.9999931522364783]
B, B, [-0.9985214186204239, 0.9880821092412757, -0.768319627099752, -0.9944441967489688, -0.9660452626135442, -0.6842152528017176, -0.9998894490299877]
C, C, [-0.9993220066631736, -0.9911985443718863, 0.6862948402618774, -0.9996289317750007, 0.45223323402757515, -0.9975006650957001, -0.9767312272672475]
C, C, [-0.995741930702919, -0.9998010669871822, 0.983029325141009, -0.9825285064581673, -0.983448025761582, -0.9993917192445527, -0.9980125604466805]
C, C, [-0.9972742132872277, -0.9961130095742808, 0.9703649257331353, -0.9992176804134741, -0.8459005758677033, -0.9961181940638613, -0.9997356914933937]
D, D, [-0.9562426938260347, -0.8560616983190322, -0.999670656950694, 0.7153123646793392, -0.9988929107748885, -0.9994144220540414, -0.9944496544007919]
D, D, [-0.9947697781847854, -0.9506135189081852, -0.9383220784554985, 0.6102088682652584, -0.9994867596932017, -0.9613201577664774, -0.9985944210805349]
D, D, [-0.9911760143390166, -0.9932041676429963, -0.9701922299668435, 0.9910636912199435, -0.9997901488731995, -0.9901121211398323, -0.9260573242145527]
E, E, [-0.9976653842113594, -0.9625020275868823, -0.9923597202897074, -0.9999541859619561, 0.9706383801919095, -0.9983370664519092, -0.9971748007397201]
E, K, [-0.9872380592409619, -0.6410363917663288, -0.9811529972801798, -0.9927563418615964, -0.9928555515962274, -0.9753705563400649, 0.08568856002876543]
E, E, [-0.9946575235337507, -0.7902731188515493, -0.9638336455381117, -0.9981029234078139, 0.9810617469529265, -0.9954546031795274, -0.7028982827894824]
J, J, [-0.9914394110162454, -0.9951312344981987, -0.9638804333098926, -0.9895599521943932, -0.9999160625515604, 0.9910155348850143, -0.9971270666677129]
J, J, [-0.9735482355032058, -0.9997941465445835, -0.7612460442768002, -0.9460158460761064, -0.9773311603558842, 0.8028006928683434, -0.9988809235501905]
J, J, [-0.9148500956226575, -0.9954919898665905, -0.9879567585567977, -0.9789781780635907, -0.9999667863715366, 0.9419908832990836, -0.983495756225258]
K, K, [-0.9822524451318853, -0.9982900600876805, -0.9994783636586586, -0.9995319799320878, -0.9703181769722794, -0.9988599280077625, 0.9630613322010211]
K, K, [-0.9856782155344439, -0.9931742972872306, -0.9999163972905621, -0.9998245868274, -0.9749021095677088, -0.9983163534421413, 0.9595420832402576]
K, K, [-0.9956232607369863, -0.9976895531850026, -0.9994003414732393, -0.9996650750578876, -0.9966870066825999, -0.9789826769221847, 0.7457723345158731]
